,urgency,takeSequence,companyCount,marketCommentary,relevance,sentimentNegative,sentimentPositive,noveltyCount24H,noveltyCount3D,noveltyCount5D,noveltyCount7D,volumeCounts24H,volumeCounts3D,volumeCounts5D,volumeCounts7D,Y,sentimentProportion,takeSequency,sentimentClassPositive,sentimentClassNegative
155,3.0,1.0,6.0,1.0,0.182574,0.785314,0.0698383,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,-1.0,0.05447761194029851,1.0,0.0,1.0
156,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
157,3.0,1.0,3.0,1.0,1.0,0.130265,0.480625,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,-1.0,0.24212034383954154,1.0,1.0,0.0
158,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
159,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
160,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
161,3.0,1.0,1.0,1.0,0.174078,0.0583534,0.255541,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-1.0,0.044035228182546036,1.0,0.0,0.0
162,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
163,3.0,1.0,1.0,1.0,1.0,0.159288,0.226282,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,-1.0,0.8901098901098901,1.0,0.0,0.0
164,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
165,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
166,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
167,3.0,1.0,2.0,1.0,1.0,0.0437253,0.826727,4.0,4.0,4.0,4.0,11.0,11.0,11.0,16.0,1.0,0.21226415094339623,1.0,1.0,0.0
168,3.0,1.0,3.0,1.0,0.353553,0.0774068,0.774751,0.0,0.0,0.0,0.0,12.0,12.0,12.0,17.0,1.0,0.17511520737327188,1.0,1.0,0.0
169,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
170,3.0,1.0,12.0,1.0,0.394771,0.669557,0.125034,0.0,0.0,0.0,0.0,2.0,6.0,15.0,15.0,1.0,0.08726287262872628,1.0,0.0,1.0
171,3.0,1.0,10.0,1.0,0.078811,0.0359217,0.840925,0.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,1.0,0.24305555555555555,1.0,1.0,0.0
172,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
173,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
174,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
175,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
176,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
177,3.0,1.0,4.0,1.0,0.288675,0.431149,0.26723,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.7235294117647059,1.0,0.0,1.0
178,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
179,1.0,1.0,1.0,1.0,1.0,0.0164253,0.176976,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0
180,3.0,1.0,12.0,1.0,0.140028,0.398836,0.435479,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0
181,3.0,1.0,2.0,1.0,0.365148,0.692233,0.113544,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,0.29867256637168144,1.0,0.0,1.0
182,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
183,3.0,1.0,2.0,1.0,1.0,0.0594922,0.801132,4.0,4.0,4.0,4.0,49.0,50.0,51.0,53.0,1.0,0.7476979742173112,1.0,1.0,0.0
184,3.0,1.0,3.0,1.0,0.174078,0.107607,0.463959,0.0,0.0,0.0,0.0,37.0,87.0,89.0,90.0,1.0,0.18201754385964913,1.0,1.0,0.0
185,3.0,1.0,7.0,1.0,0.25,0.0488889,0.816746,0.0,0.0,0.0,0.0,4.0,90.0,91.0,92.0,1.0,0.2878338278931751,1.0,1.0,0.0
186,3.0,1.0,5.0,1.0,0.0550482,0.807004,0.0606721,0.0,0.0,0.0,1.0,2.0,2.0,45.0,94.0,1.0,0.07427341227125941,1.0,0.0,1.0
187,1.0,1.0,1.0,1.0,1.0,0.0333244,0.84588,0.0,0.0,0.0,3.0,4.0,5.0,14.0,96.0,-1.0,1.0,1.0,1.0,0.0
188,3.0,1.0,3.0,1.0,1.0,0.301722,0.317971,2.0,2.0,2.0,2.0,3.0,8.0,9.0,99.0,-1.0,0.6105990783410138,1.0,0.0,0.0
189,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
190,3.0,1.0,8.0,1.0,0.288675,0.103773,0.460215,0.0,0.0,0.0,0.0,2.0,6.0,11.0,12.0,-1.0,1.0,1.0,1.0,0.0
191,3.0,1.0,3.0,1.0,0.13484,0.580287,0.120861,1.0,1.0,1.0,1.0,3.0,3.0,6.0,14.0,-1.0,0.5085910652920962,1.0,0.0,1.0
192,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
193,3.0,1.0,4.0,1.0,0.0830455,0.0472916,0.79846,0.0,0.0,0.0,0.0,1.0,5.0,5.0,8.0,-1.0,0.09492988133764833,1.0,1.0,0.0
194,3.0,1.0,5.0,1.0,1.0,0.0140296,0.186716,0.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,-1.0,0.5584415584415584,1.0,0.0,0.0
195,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
196,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
197,3.0,1.0,6.0,1.0,0.316228,0.0912561,0.75577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-1.0,1.0,1.0,1.0,0.0
198,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
199,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
200,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
201,3.0,1.0,12.0,1.0,0.0745356,0.455819,0.0905591,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,0.6833333333333333,1.0,0.0,1.0
202,3.0,1.0,1.0,1.0,1.0,0.153646,0.23068,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,0.8727272727272727,1.0,0.0,0.0
203,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
204,3.0,1.0,39.0,1.0,0.0115624,0.453456,0.377213,0.0,0.0,0.0,0.0,3.0,10.0,10.0,10.0,1.0,0.10447200300638858,1.0,0.0,1.0
205,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
206,3.0,1.0,1.0,1.0,0.0949158,0.0136102,0.188712,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.032403240324032405,1.0,0.0,0.0
207,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
208,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
209,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
210,3.0,1.0,2.0,1.0,0.288675,0.191848,0.412823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
211,3.0,1.0,1.0,1.0,0.186501,0.0136102,0.188712,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-1.0,0.041237113402061855,1.0,0.0,0.0
212,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
213,3.0,1.0,5.0,1.0,0.288675,0.445704,0.220513,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-1.0,1.0,1.0,0.0,1.0
214,3.0,1.0,5.0,1.0,0.25,0.747786,0.0715523,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,-1.0,1.0,1.0,0.0,1.0
215,3.0,1.0,2.0,1.0,1.0,0.664944,0.106782,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,-1.0,1.0,1.0,0.0,1.0
216,3.0,1.0,4.0,1.0,0.109109,0.05577,0.805692,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,-1.0,0.1891891891891892,1.0,1.0,0.0
217,3.0,1.0,7.0,1.0,0.416025,0.0604739,0.799621,1.0,1.0,1.0,1.0,1.0,4.0,5.0,7.0,-1.0,0.6434316353887399,1.0,1.0,0.0
218,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
219,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
220,3.0,1.0,1.0,1.0,0.471405,0.0136182,0.188673,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,-1.0,0.04463208685162847,1.0,0.0,0.0
221,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
222,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
223,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
224,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
225,3.0,1.0,3.0,1.0,0.166667,0.0733746,0.678838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
226,3.0,1.0,1.0,1.0,1.0,0.0630421,0.795358,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7997118155619597,1.0,1.0,0.0
227,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
228,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
229,3.0,1.0,1.0,1.0,0.316228,0.467419,0.208278,0.0,0.0,0.0,0.0,8.0,8.0,10.0,10.0,1.0,1.0,1.0,0.0,1.0
230,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
231,3.0,1.0,37.0,1.0,0.01788,0.0213798,0.497699,1.0,1.0,1.0,1.0,9.0,9.0,18.0,18.0,-1.0,0.11162079510703364,1.0,1.0,0.0
232,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
233,3.0,1.0,40.0,1.0,0.0322037,0.646887,0.229159,2.0,4.0,4.0,4.0,16.0,26.0,26.0,35.0,-1.0,0.13056768558951964,1.0,0.0,1.0
234,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
235,3.0,1.0,1.0,1.0,0.21693,0.0136526,0.188502,0.0,0.0,0.0,1.0,4.0,4.0,21.0,31.0,-1.0,0.04789053591790194,1.0,0.0,0.0
236,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
237,1.0,1.0,1.0,1.0,1.0,0.0586398,0.720859,0.0,0.0,0.0,0.0,0.0,5.0,5.0,21.0,-1.0,1.0,1.0,1.0,0.0
238,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
239,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
240,3.0,1.0,40.0,1.0,0.0125412,0.540815,0.313796,4.0,4.0,4.0,4.0,7.0,7.0,8.0,8.0,-1.0,0.08178654292343387,1.0,0.0,1.0
241,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
242,3.0,1.0,1.0,1.0,1.0,0.400748,0.250139,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,-1.0,1.0,1.0,0.0,1.0
243,3.0,1.0,3.0,1.0,0.204124,0.202997,0.40103,0.0,0.0,0.0,0.0,4.0,5.0,12.0,12.0,-1.0,1.0,1.0,1.0,0.0
244,1.0,1.0,1.0,1.0,1.0,0.0157628,0.179029,0.0,0.0,1.0,1.0,3.0,5.0,13.0,13.0,-1.0,1.0,1.0,0.0,0.0
245,3.0,1.0,41.0,1.0,0.0164122,0.00825885,0.539296,1.0,1.0,1.0,4.0,5.0,6.0,11.0,15.0,-1.0,0.04071406201064829,1.0,1.0,0.0
246,3.0,1.0,1.0,1.0,0.426401,0.0136526,0.188502,0.0,0.0,0.0,0.0,6.0,6.0,11.0,12.0,-1.0,0.028945554789800137,1.0,0.0,0.0
247,3.0,1.0,2.0,1.0,1.0,0.253794,0.561918,2.0,2.0,2.0,2.0,25.0,33.0,33.0,38.0,-1.0,0.832271762208068,1.0,1.0,0.0
248,3.0,1.0,2.0,1.0,1.0,0.473542,0.238554,1.0,1.0,1.0,1.0,22.0,48.0,54.0,55.0,-1.0,0.9090909090909091,1.0,0.0,1.0
249,3.0,1.0,2.0,1.0,0.0318465,0.725193,0.112444,0.0,0.0,0.0,0.0,3.0,50.0,58.0,58.0,-1.0,1.0,1.0,0.0,1.0
250,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
251,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
252,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
253,3.0,1.0,3.0,1.0,0.5,0.153452,0.453199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,-1.0,0.167420814479638,1.0,1.0,0.0
254,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
255,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
256,3.0,1.0,1.0,1.0,1.0,0.0592065,0.801135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.39391634980988594,1.0,1.0,0.0
257,3.0,1.0,1.0,1.0,1.0,0.0904669,0.756822,4.0,4.0,4.0,4.0,6.0,6.0,6.0,8.0,-1.0,0.951048951048951,1.0,1.0,0.0
258,3.0,1.0,2.0,1.0,1.0,0.0182986,0.0549115,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,-1.0,0.9313725490196079,1.0,0.0,0.0
259,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
260,3.0,1.0,4.0,1.0,0.5,0.816527,0.0567057,0.0,0.0,0.0,0.0,1.0,1.0,4.0,11.0,-1.0,0.11317567567567567,1.0,0.0,1.0
261,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
262,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
263,3.0,1.0,1.0,1.0,1.0,0.188439,0.640482,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,-1.0,0.90625,1.0,1.0,0.0
264,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
265,3.0,1.0,5.0,1.0,0.0980581,0.673382,0.0560185,0.0,0.0,0.0,0.0,7.0,7.0,8.0,8.0,-1.0,1.0,1.0,0.0,1.0
266,3.0,1.0,1.0,1.0,0.288675,0.0137302,0.188096,0.0,0.0,0.0,0.0,8.0,8.0,9.0,9.0,-1.0,0.06141248720573183,1.0,0.0,0.0
267,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
268,3.0,1.0,1.0,1.0,1.0,0.0756841,0.777196,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,-1.0,0.8023909985935302,1.0,1.0,0.0
269,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
270,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
271,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
272,3.0,1.0,10.0,1.0,0.327327,0.143912,0.464208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.2670549084858569,1.0,1.0,0.0
273,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
274,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
275,3.0,1.0,1.0,1.0,1.0,0.058954,0.790836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9463788300835655,1.0,1.0,0.0
276,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
277,3.0,1.0,10.0,1.0,0.160128,0.0130224,0.346857,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.30153846153846153,1.0,0.0,0.0
278,1.0,1.0,1.0,1.0,1.0,0.0157628,0.179029,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,-1.0,1.0,1.0,0.0,0.0
279,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
280,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
281,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
282,1.0,1.0,1.0,1.0,1.0,0.0157628,0.179029,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-1.0,1.0,1.0,0.0,0.0
283,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
284,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
285,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
286,3.0,1.0,1.0,1.0,0.0883883,0.0139421,0.184045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.16499112950916617,1.0,0.0,0.0
287,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
288,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
289,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
290,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
291,3.0,1.0,3.0,1.0,0.1066,0.811878,0.0586336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14031620553359683,1.0,0.0,1.0
292,3.0,1.0,3.0,1.0,0.1066,0.811878,0.0586336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11993243243243243,1.0,0.0,1.0
293,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
294,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
295,3.0,1.0,2.0,1.0,1.0,0.455732,0.214517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.5714285714285714,1.0,0.0,1.0
296,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
297,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
298,3.0,1.0,4.0,1.0,0.13484,0.818459,0.0562446,1.0,1.0,1.0,1.0,4.0,5.0,8.0,19.0,1.0,0.2116564417177914,1.0,0.0,1.0
299,3.0,1.0,1.0,1.0,1.0,0.262511,0.358795,2.0,2.0,2.0,2.0,4.0,10.0,11.0,15.0,1.0,0.9259259259259259,1.0,0.0,0.0
300,3.0,1.0,1.0,1.0,1.0,0.13889,0.696284,0.0,0.0,0.0,0.0,17.0,27.0,28.0,29.0,1.0,0.8726937269372693,1.0,1.0,0.0
301,3.0,1.0,6.0,1.0,0.213201,0.232585,0.374726,2.0,2.0,2.0,2.0,14.0,17.0,37.0,43.0,1.0,0.02832618025751073,1.0,0.0,0.0
302,3.0,2.0,2.0,1.0,0.365148,0.0476883,0.796984,1.0,1.0,1.0,1.0,4.0,18.0,36.0,46.0,1.0,0.04245283018867924,0.0,1.0,0.0
303,3.0,1.0,16.0,1.0,0.144338,0.261348,0.564093,2.0,4.0,4.0,4.0,9.0,24.0,30.0,47.0,1.0,0.0671971706454465,1.0,1.0,0.0
304,3.0,1.0,1.0,1.0,1.0,0.112699,0.503102,0.0,0.0,0.0,0.0,7.0,17.0,32.0,50.0,-1.0,1.0,1.0,1.0,0.0
305,3.0,1.0,1.0,1.0,1.0,0.213785,0.391484,0.0,0.0,0.0,0.0,5.0,18.0,37.0,39.0,1.0,0.8788501026694046,1.0,0.0,0.0
306,3.0,1.0,2.0,1.0,1.0,0.169528,0.627939,0.0,0.0,0.0,0.0,17.0,23.0,33.0,46.0,1.0,1.0,1.0,1.0,0.0
307,3.0,1.0,1.0,1.0,1.0,0.695499,0.192295,4.0,4.0,4.0,4.0,13.0,32.0,39.0,53.0,1.0,0.7061068702290076,1.0,0.0,1.0
308,3.0,1.0,4.0,1.0,0.154303,0.808438,0.0600704,1.0,3.0,3.0,3.0,6.0,37.0,42.0,53.0,1.0,0.15501519756838905,1.0,0.0,1.0
309,3.0,1.0,1.0,1.0,1.0,0.0928082,0.5355,4.0,4.0,4.0,5.0,18.0,34.0,55.0,65.0,1.0,0.9454545454545454,1.0,1.0,0.0
310,3.0,1.0,3.0,1.0,0.223607,0.5908,0.162561,0.0,0.0,0.0,0.0,1.0,29.0,53.0,59.0,1.0,1.0,1.0,0.0,1.0
311,3.0,1.0,1.0,1.0,1.0,0.112181,0.504042,3.0,3.0,3.0,3.0,41.0,41.0,57.0,77.0,1.0,0.8021978021978022,1.0,1.0,0.0
312,3.0,1.0,5.0,1.0,1.0,0.39433,0.439509,1.0,1.0,1.0,1.0,44.0,49.0,55.0,84.0,1.0,0.39361702127659576,1.0,1.0,0.0
313,1.0,1.0,2.0,1.0,1.0,0.0929146,0.585645,0.0,0.0,0.0,0.0,3.0,50.0,51.0,72.0,1.0,1.0,1.0,1.0,0.0
314,3.0,1.0,1.0,1.0,1.0,0.0721921,0.673377,10.0,10.0,10.0,11.0,14.0,37.0,66.0,69.0,1.0,0.9891135303265941,1.0,1.0,0.0
315,3.0,1.0,3.0,1.0,0.267261,0.0622959,0.74952,0.0,0.0,0.0,0.0,4.0,21.0,71.0,71.0,1.0,1.0,1.0,1.0,0.0
316,3.0,1.0,1.0,1.0,1.0,0.143064,0.239331,2.0,2.0,2.0,2.0,5.0,10.0,25.0,71.0,1.0,1.0,1.0,0.0,0.0
317,3.0,1.0,3.0,1.0,0.353553,0.307188,0.374426,0.0,0.0,0.0,0.0,7.0,13.0,18.0,35.0,1.0,1.0,1.0,1.0,0.0
318,3.0,1.0,2.0,1.0,1.0,0.764303,0.0792811,0.0,0.0,0.0,2.0,9.0,23.0,23.0,43.0,1.0,1.0,1.0,0.0,1.0
319,3.0,1.0,3.0,1.0,0.707107,0.0133173,0.190148,0.0,0.0,0.0,0.0,30.0,47.0,53.0,58.0,1.0,1.0,1.0,0.0,0.0
320,3.0,1.0,3.0,1.0,0.267261,0.00842777,0.537363,0.0,0.0,0.0,0.0,21.0,42.0,54.0,59.0,1.0,0.15384615384615385,1.0,1.0,0.0
321,3.0,1.0,2.0,1.0,1.0,0.0331472,0.846223,1.0,1.0,1.0,1.0,3.0,3.0,23.0,46.0,1.0,0.7391304347826086,1.0,1.0,0.0
322,3.0,1.0,3.0,1.0,1.0,0.172488,0.432568,2.0,2.0,2.0,2.0,6.0,10.0,10.0,42.0,-1.0,1.0,1.0,1.0,0.0
323,3.0,1.0,1.0,1.0,1.0,0.479932,0.224999,4.0,4.0,4.0,4.0,11.0,16.0,16.0,24.0,-1.0,1.0,1.0,0.0,1.0
324,3.0,1.0,1.0,1.0,0.353553,0.654607,0.110949,2.0,2.0,2.0,2.0,11.0,19.0,23.0,23.0,-1.0,0.8860759493670886,1.0,0.0,1.0
325,3.0,1.0,2.0,1.0,1.0,0.0494054,0.816282,0.0,0.0,3.0,3.0,7.0,8.0,21.0,32.0,1.0,0.7931034482758621,1.0,1.0,0.0
326,3.0,1.0,6.0,1.0,0.182574,0.011341,0.201408,2.0,2.0,2.0,2.0,17.0,25.0,32.0,45.0,1.0,0.19014084507042253,1.0,0.0,0.0
327,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
328,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
329,3.0,1.0,1.0,1.0,1.0,0.0439263,0.825944,0.0,0.0,0.0,0.0,1.0,11.0,26.0,30.0,-1.0,0.10875331564986737,1.0,1.0,0.0
330,3.0,1.0,1.0,1.0,1.0,0.0165403,0.176311,1.0,1.0,1.0,2.0,8.0,9.0,11.0,28.0,1.0,0.8043478260869565,1.0,0.0,0.0
331,3.0,1.0,2.0,1.0,0.377964,0.0909224,0.658301,0.0,0.0,0.0,0.0,3.0,12.0,15.0,15.0,-1.0,0.7549407114624506,1.0,1.0,0.0
332,3.0,1.0,3.0,1.0,1.0,0.174211,0.643362,1.0,1.0,1.0,1.0,8.0,20.0,21.0,23.0,-1.0,1.0,1.0,1.0,0.0
333,3.0,1.0,1.0,1.0,1.0,0.0133517,0.189963,0.0,0.0,0.0,0.0,3.0,15.0,22.0,25.0,-1.0,1.0,1.0,0.0,0.0
334,3.0,1.0,1.0,1.0,1.0,0.745716,0.0739448,0.0,0.0,0.0,0.0,2.0,12.0,24.0,25.0,1.0,0.9154135338345865,1.0,0.0,1.0
335,3.0,1.0,2.0,1.0,0.5,0.0141482,0.175775,0.0,0.0,0.0,0.0,3.0,3.0,7.0,19.0,-1.0,0.2938388625592417,1.0,0.0,0.0
336,3.0,1.0,2.0,1.0,0.353553,0.14507,0.237648,0.0,0.0,0.0,0.0,11.0,12.0,15.0,25.0,1.0,0.04619565217391304,1.0,0.0,0.0
337,3.0,1.0,2.0,1.0,1.0,0.0900568,0.603441,0.0,0.0,0.0,0.0,2.0,15.0,15.0,21.0,1.0,0.82,1.0,1.0,0.0
338,3.0,1.0,2.0,1.0,0.0753778,0.818971,0.0556993,0.0,0.0,0.0,0.0,5.0,19.0,19.0,22.0,1.0,0.12841854934601665,1.0,0.0,1.0
339,3.0,1.0,1.0,1.0,1.0,0.00808341,0.542422,0.0,0.0,0.0,0.0,0.0,7.0,20.0,20.0,1.0,0.20848938826466917,1.0,1.0,0.0
340,3.0,1.0,6.0,1.0,0.150756,0.623142,0.125516,1.0,1.0,1.0,1.0,4.0,5.0,11.0,25.0,-1.0,0.10463733650416171,1.0,0.0,1.0
341,3.0,1.0,2.0,1.0,0.124035,0.817139,0.0564533,0.0,0.0,0.0,0.0,1.0,6.0,7.0,14.0,-1.0,0.18723404255319148,1.0,0.0,1.0
342,3.0,1.0,2.0,1.0,0.353553,0.34173,0.303909,0.0,0.0,0.0,0.0,13.0,20.0,20.0,25.0,1.0,1.0,1.0,0.0,0.0
343,3.0,1.0,1.0,1.0,1.0,0.214483,0.189326,2.0,2.0,2.0,2.0,8.0,20.0,25.0,26.0,1.0,0.9446153846153846,1.0,0.0,0.0
344,3.0,1.0,17.0,1.0,0.204124,0.0138298,0.187607,0.0,0.0,0.0,0.0,5.0,22.0,27.0,28.0,-1.0,0.3424657534246575,1.0,0.0,0.0
345,3.0,1.0,2.0,1.0,1.0,0.0388878,0.835445,7.0,7.0,7.0,7.0,49.0,49.0,57.0,72.0,-1.0,0.775,1.0,1.0,0.0
346,3.0,1.0,1.0,1.0,0.654654,0.0365412,0.834136,0.0,3.0,3.0,3.0,20.0,61.0,63.0,83.0,-1.0,0.11045130641330166,1.0,1.0,0.0
347,3.0,1.0,3.0,1.0,1.0,0.362349,0.127329,3.0,3.0,3.0,3.0,9.0,71.0,71.0,79.0,-1.0,0.9226519337016574,1.0,0.0,0.0
348,3.0,1.0,6.0,1.0,0.125988,0.285288,0.448324,0.0,0.0,0.0,0.0,10.0,50.0,76.0,82.0,-1.0,0.0757825370675453,1.0,1.0,0.0
349,3.0,1.0,3.0,1.0,1.0,0.0573546,0.78201,3.0,4.0,8.0,8.0,4.0,19.0,81.0,81.0,-1.0,0.4264705882352941,1.0,1.0,0.0
350,3.0,1.0,7.0,1.0,1.0,0.307913,0.393049,1.0,1.0,1.0,1.0,4.0,4.0,16.0,43.0,-1.0,0.38565022421524664,1.0,1.0,0.0
351,3.0,1.0,4.0,1.0,0.223607,0.0375878,0.83439,0.0,0.0,0.0,0.0,9.0,9.0,15.0,32.0,-1.0,0.2939068100358423,1.0,1.0,0.0
352,3.0,1.0,3.0,1.0,1.0,0.658565,0.220295,0.0,0.0,0.0,5.0,7.0,17.0,17.0,29.0,-1.0,1.0,1.0,0.0,1.0
353,3.0,1.0,2.0,1.0,1.0,0.0322862,0.811484,4.0,5.0,5.0,9.0,85.0,98.0,103.0,108.0,-1.0,1.0,1.0,1.0,0.0
